year,make,model,miles,trim,sold_price
2018,Acura,RDX,57399,Technology & AcuraWatch Plus Pkg,28990
2016,Chrysler,200,55209,Limited,17590
2018,Chrysler,300,18416,300 Touring,25590
2014,Maserati,Ghibli,34079,S Q4,33590
2018,Lincoln,MKX,26640,Reserve,35590
2017,smart,fortwo electric drive,14207,Passion Hatchback,16990
2013,MINI,Hardtop,65510,John Cooper Works,21990
2016,Toyota,Prius c,41591,Four,22590
2015,Kia,Forte,39885,EX,17990
2019,Cadillac,XT5,34022,Luxury,35990
2016,BMW,4 Series,33620,428i,33990
2018,Kia,Rio,34103,S,17990
2013,Hyundai,Tucson,80361,GL,14990
2012,FIAT,500,41899,Lounge,14590
2013,Audi,Q7,103792,3.0T S Line Prestige,22990
2013,Nissan,JUKE,89590,S,15590
2011,Kia,Sorento,66571,LX,14990
2020,Toyota,Camry,31606,LE,26590
2017,Chevrolet,Sonic,62326,Premier,15990
2018,Volkswagen,Jetta,26287,1.4T S,19990
2015,INFINITI,QX60,48884,3.5,27590
2016,Chevrolet,Silverado 1500 Double Cab,52993,LT 6 1/2 ft,31990
2013,Chevrolet,Silverado 1500 Extended Cab,97574,LTZ 6 1/2 ft,25590
2018,Chrysler,Pacifica,70844,Limited,26995
2020,Chevrolet,Silverado 1500 Crew Cab,35816,LT 5 3/4 ft,43990
2013,Hyundai,Elantra,63752,GLS,14990
2021,Toyota,Tacoma Double Cab,10976,TRD Sport 5 ft,38990
2019,Cadillac,XT5,61194,Luxury,30590
2016,Kia,Optima,94290,LX,15990
2020,Honda,HR-V,27825,LX,24990
2015,Jeep,Grand Cherokee,67428,Laredo E,22590
2017,Kia,Rio,72626,LX,14590
2018,Volkswagen,Atlas,55937,SE w/Tech Pkg,29990
2012,BMW,Z4,61887,sDrive35is,29990
2020,Jaguar,F-PACE,53200,25t Premium,36990
2014,Volkswagen,Touareg,90816,TDI R-Line,25590
2018,Honda,Clarity Plug-in Hybrid,15125,Touring,31990
2016,Honda,Civic,16883,EX,24590
2021,Lexus,IS,9311,IS 350 F SPORT,46590
2019,Dodge,Grand Caravan Passenger,80682,GT,17502
2020,Kia,Optima,48411,LX,21348
2016,BMW,X4,22125,xDrive35i,37990
2021,Kia,Soul,5838,LX,24590
2020,Nissan,Rogue Sport,54573,S,19993
2020,GMC,Yukon,68249,SLT,38603
2016,Ford,Focus,77342,SE,14990
2018,Jeep,Renegade,72091,Sport,19590
2014,Toyota,Tacoma Access Cab,56157,PreRunner 6 ft,25990
2016,smart,fortwo electric drive,34599,Hatchback,13590
2015,Mitsubishi,Outlander Sport,91239,SE,16590
2013,Honda,CR-V,51184,LX,19590
2018,Ram,1500 Crew Cab,83500,Rebel 5 1/2 ft,38990
2015,Mercedes-Benz,GLA-Class,44068,GLA 250 4MATIC,25590
2015,Volvo,XC60,54347,T5 Platinum (2015.5),23990
2020,Lexus,IS,22621,IS 300,35990
2013,Nissan,Maxima,73510,SV,16990
2016,Jeep,Patriot,92650,Sport,15590
2017,Nissan,Sentra,38898,SV,18590
2016,Dodge,Journey,79875,SE,16990
2020,Jaguar,F-PACE,55387,25t Premium,34589
2016,Chevrolet,Spark,22488,1LT,18590
2021,Mitsubishi,Mirage G4,25415,LE,18590
2018,Nissan,Rogue,56011,SL,22299
2014,Chevrolet,Suburban 1500,59130,LS,28990
2020,Chevrolet,Silverado 1500 Double Cab,68017,LT 6 1/2 ft,30506
2019,Subaru,Forester,18380,base,27990
2013,Kia,Soul,24583,!,17990
2013,Nissan,Rogue,45541,S,17990
2012,Volkswagen,Jetta SportWagen,94589,2.0L TDI Sport,15590
2018,Kia,Optima,50363,SX Turbo,24990
2019,Toyota,4Runner,55139,SR5,33590
2016,BMW,X1,47013,xDrive28i,26590
2014,Ford,Fiesta,5978,ST,24990
2016,Ford,Fusion,100469,SE,15990
2017,GMC,Sierra 1500 Crew Cab,31838,SLE 5 3/4 ft,39590
2017,Chevrolet,Equinox,96084,LT,16990
2015,Nissan,Rogue Select,83560,S,16590
2020,Nissan,Rogue,12698,SV,27990
2013,Ford,Focus,97372,Titanium,13590
2015,BMW,i3,62613,Range Extender,20990
2019,Jeep,Compass,56714,Trailhawk,24095
2020,Chevrolet,Impala,50472,Premier,26700
2016,Honda,Accord,16078,Sport,25990
2011,Volkswagen,GTI,75222,2.0T Hatchback,16990
2016,Ford,Explorer,78537,base,21590
2022,Subaru,Outback,2784,Premium,35590
2017,Kia,Sorento,58374,LX,21990
2021,Kia,Telluride,6296,LX,41590
2020,Mitsubishi,Mirage G4,13330,LE,17990
2017,Nissan,Versa,70335,SV,14590
2013,Ford,F150 Regular Cab,67600,XLT 6 1/2 ft,21990
2022,Chevrolet,Silverado 1500 Limited Crew Cab,1407,Custom Trail Boss 5 3/4 ft,50590
2019,Dodge,Grand Caravan Passenger,73656,GT,19901
2017,Hyundai,Elantra,94187,SE,14990
2019,Nissan,Pathfinder,44813,S,24990
2019,Dodge,Journey,32488,SE,20590
2016,Subaru,Legacy,79262,2.5i Limited,20590
2019,Volkswagen,Atlas,47846,SE w/Tech Pkg,29902
2016,Chevrolet,Impala Limited,68406,LS,16590
2015,Kia,Sorento,55731,LX,19990
2012,Dodge,Charger,91266,SE,16990
2017,Kia,Optima,69394,LX,17590
2015,Ford,Explorer,95637,XLT,20990
2018,Ford,Fusion,50305,SE,18590
2013,Volkswagen,Jetta,24438,2.0L S,17990
2019,Ford,F150 SuperCrew Cab,36287,Lariat 5 1/2 ft,44500
2020,Ford,Mustang,34545,EcoBoost Premium,30990
2016,Honda,Odyssey,64052,EX,24990
2017,Volvo,S60,52763,T5 Inscription,22990
2020,Tesla,Model Y,20152,Performance,68990
2014,Chevrolet,Cruze,65767,1LT,15990
2020,Chevrolet,Trax,56986,LT,19200
2020,Chevrolet,Malibu,55345,LT,20553
2020,Chevrolet,Silverado 1500 Regular Cab,12455,Work Truck 8 ft,35000
2020,Volvo,V60,23443,T5 Momentum,39990
2017,Mercedes-Benz,C-Class,42964,C 300,28990
2012,Chevrolet,Camaro,68100,LS,18990
2016,Ford,Explorer,66532,XLT,24990
2018,Honda,Clarity Plug-in Hybrid,75938,base,24590
2014,Buick,Encore,81714,Leather,16990
2017,Chrysler,300,60701,300C,23590
2020,Audi,Q7,27828,45 TFSI Premium Plus,52990
2019,Subaru,WRX,32934,WRX,29590
2020,Nissan,Versa,12363,S,20990
2016,Lexus,NX,87421,200t,25990
2017,Toyota,Camry,8378,LE,24590
2021,Chevrolet,Silverado 1500 Crew Cab,10911,Custom 5 3/4 ft,40590
2010,Honda,Fit,75741,Sport,13990
2017,Hyundai,Elantra,33291,SE Value Edition,20590
2014,Ford,Focus,64873,SE,13990
2015,Chevrolet,Equinox,94034,LS,15590
2011,Mercedes-Benz,E-Class,43225,E 350,25990
2018,Ford,F150 SuperCrew Cab,45292,XL 6 1/2 ft,37719
2013,Ford,Escape,88425,SE,15590
2021,Toyota,RAV4,20003,LE,32590
2014,Audi,Q5,62257,2.0T Premium Plus,22990
2021,Hyundai,Palisade,30048,Limited,47590
2016,Nissan,Rogue,67188,S,18394
2019,Volkswagen,Golf,54562,1.4T S Hatchback,19203
2018,Lexus,LS,15892,LS 500,57590
2019,Ford,Fusion,24894,SE,21990
2019,Dodge,Charger,24230,Scat Pack,44990
2013,Honda,CR-V,48285,EX-L,21990
2019,Volvo,S60,47225,T6 Inscription,34825
2019,Ford,Fiesta,54432,SE,15050
2018,Ford,Fiesta,9563,SE,19590
2016,Hyundai,Santa Fe Sport,105751,base,15990
2013,Ford,Expedition,85095,Limited,24990
2017,Hyundai,Santa Fe Sport,54390,base,20990
2013,Chevrolet,Camaro,61409,LS,19990
2013,BMW,3 Series,61751,328i,19590
2013,Land Rover,Range Rover Evoque,72390,Pure Plus,23990
2018,Nissan,Versa,63867,SV,15590
2015,Nissan,Versa,99679,SL,12990
2017,Kia,Forte,74358,LX,15990
2015,Ford,Escape,76159,SE,17590
2021,Subaru,Crosstrek,15325,Premium,31590
2017,Lincoln,MKX,33945,Select,27990
2018,Ford,Escape,75530,SE,18590
2018,Jeep,Grand Cherokee,32384,Altitude,33990
2013,Lincoln,MKZ,56182,base,19590
2016,MAZDA,CX-9,55508,Touring,27990
2014,Ford,Focus,56909,Titanium,15990
2014,Subaru,Legacy,26721,2.5i Premium,21990
2010,Honda,Fit,99307,Sport,13990
2014,Toyota,Tacoma Regular Cab,49602,6 ft,21990
2011,BMW,X3,62389,xDrive28i,18990
2020,Tesla,Model 3,21666,Performance,62990
2015,Ford,Taurus,55383,Limited,20990
2014,Chevrolet,Sonic,63539,LT,14590
2011,Audi,A5,44406,2.0T Quattro Premium,20990
2019,Chevrolet,Silverado 1500 Double Cab,52852,Custom 6 1/2 ft,33990
2015,Volkswagen,Golf GTI,68107,Autobahn Hatchback,21590
2020,Toyota,Camry,45242,LE,26590
2014,Buick,Verano,8628,Leather,18990
2017,Toyota,Land Cruiser,54924,base,69990
2018,Kia,Soul,75979,+,16990
2017,Buick,Encore,31145,Preferred,19990
2014,Kia,Rio,66230,LX,12990
2021,Hyundai,Tucson,22058,Value,27590
2016,Hyundai,Elantra,25605,SE,17990
2017,Lincoln,MKZ,32606,Select,25990
2011,Lexus,LS,51061,LS 460 L,32990
2012,Chevrolet,Impala,40000,LTZ,16990
2021,Honda,Insight,19173,EX,31590
2018,Ford,Focus,78741,Titanium,16990
2014,Mercedes-Benz,M-Class,45793,ML 350,27990
2015,BMW,i3,35123,Range Extender,23990
2018,Toyota,Camry Hybrid,89884,LE,24990
2013,Honda,Civic,66010,LX,16990
2020,Toyota,Corolla,60475,LE,20600
2013,Scion,FR-S,103000,base,17990
2015,Mitsubishi,Lancer,65766,ES,15590
2016,Scion,tC,58229,Hatchback,19990
2016,Ford,Fusion,88118,SE,15990
2015,Lexus,RX,74725,RX 350,27990
2016,Hyundai,Veloster,41098,Turbo,20990
2019,Volkswagen,Golf,23519,1.4T SE Hatchback,24990
2017,Nissan,Armada,12442,SV,33990
2019,Buick,Encore,47957,Essence,21501
2019,Lexus,NX,22632,300,36590
2016,Chevrolet,Traverse,96419,LS,18590
2017,Chevrolet,Impala,74291,LT,21590
2015,BMW,3 Series,54093,328i,20990
2019,GMC,Acadia,32101,SLE-2,31590
2014,Buick,Encore,85338,base,16590
2018,Mitsubishi,Outlander,59682,SE,22590
2020,Nissan,Altima,52442,2.5 S,22059
2016,Chrysler,Town & Country,37012,Limited,28590
2020,Honda,HR-V,35006,Sport,26590
2014,Mercedes-Benz,CLA-Class,73031,CLA 250,21990
2015,Chevrolet,Sonic,24606,LTZ,16990
2020,MAZDA,MAZDA6,14228,Sport,27590
2017,Volkswagen,Tiguan,26238,2.0T S,21590
2017,Honda,Civic,36851,Touring,26590
2012,Dodge,Durango,95137,Crew,20590
2017,GMC,Sierra 1500 Double Cab,50686,SLE 6 1/2 ft,33990
2014,Nissan,370Z,34903,Touring,29590
2019,Ford,Fiesta,33866,SE,17590
2018,Hyundai,Tucson,47632,SEL,23990
2019,Ford,F150 SuperCrew Cab,59146,Raptor 5 1/2 ft,64995
2016,Chrysler,Town & Country,85249,Touring,18990
2018,Kia,Sportage,63231,LX,19990
2019,Lexus,RC,12760,RC 350 F SPORT,45990
2018,Chevrolet,Cruze,30866,LT,20590
2016,Volvo,S60,58203,T5 Premier,22590
2018,Nissan,Rogue Sport,65424,S,18590
2019,Toyota,Prius,20189,XLE,34990
2017,Dodge,Journey,33445,SXT,20990
2018,Buick,Encore,55521,Preferred,19990
2014,Ford,Fusion,86080,SE,15990
2020,Chevrolet,Silverado 1500 Double Cab,66805,LT 6 1/2 ft,30490
2016,Kia,Soul,94088,base,14590
2019,Mitsubishi,Mirage,29145,ES,16990
2016,Chevrolet,Malibu,53569,LT,19990
2019,Chevrolet,Trax,43033,LT,19990
2020,Chevrolet,Impala,51276,LT,23303
2017,Chevrolet,Trax,56372,LT,17551
2018,Jaguar,F-PACE,25782,25t R-Sport,42590
2016,Honda,Civic,36726,LX,21990
2019,Lexus,RC,24320,RC 300,40990
2015,Lexus,RX,50018,RX 350 F Sport,29990
2013,INFINITI,G,73379,G37x,18990
2019,Volvo,XC60,37596,T5 R-Design,36990
2020,Kia,Optima,47350,LX,21450
2017,Chevrolet,Colorado Crew Cab,98672,Z71 5 ft,28990
2010,Ford,F150 SuperCrew Cab,69180,XLT 5 1/2 ft,21990
2013,Chrysler,200,80862,Limited,13990
2014,Ram,1500 Quad Cab,71712,Express 6 1/3 ft,26990
2016,GMC,Terrain,94517,SLE-2,17990
2014,Kia,Sorento,101786,EX,16990
2019,Toyota,C-HR,44324,LE,24990
2011,Ford,Mustang,4545,Premium,21990
2013,Ford,Escape,79684,SE,15990
2018,Nissan,Sentra,79962,S,15590
2017,Honda,Civic,37497,LX,21590
2016,Dodge,Journey,79249,SXT,16590
2018,Ford,Escape,22321,S,20590
2021,Toyota,Sienna,36476,XLE,49990
2016,Audi,A7,67542,Premium Plus,34590
2019,Ford,Fiesta,42447,S,16590
2018,Volkswagen,Tiguan,72081,2.0T S,20990
2015,Chrysler,200,97705,200S,16990
2020,Lincoln,Aviator,34220,Reserve,60990
2018,Chevrolet,Corvette,17848,Stingray,60980
2017,Nissan,Sentra,3913,S,20590
2014,Scion,FR-S,74611,base,19990
2020,Nissan,Armada,60154,SL,35045
2020,INFINITI,QX60,49514,PURE,28088
2016,Kia,Forte Koup,70923,EX,15990
2017,BMW,i3,43098,Range Extender,27590
2013,Scion,tC,50784,Hatchback,17990
2019,Toyota,Tacoma Access Cab,14676,SR5 6 ft,35985
2014,Kia,Soul,69804,base,14990
2015,Subaru,WRX,75656,WRX,23990
2021,Ford,Bronco Sport,4792,Outer Banks,41990
2014,Hyundai,Veloster,67610,Turbo,17590
2022,Chevrolet,Tahoe,2015,LT,78989
2013,Lexus,RX,61018,RX 450h,29990
2018,Toyota,RAV4 Hybrid,55661,Limited,32990
2017,Hyundai,Elantra,12472,Limited,22990
2015,Toyota,Highlander,90955,XLE,26590
2014,Kia,Soul,22410,base,17990
2019,Mitsubishi,Mirage,20273,ES,16990
2016,MAZDA,MAZDA6,84757,i Touring,18990
2016,Kia,Forte Koup,57872,EX,15990
2013,BMW,Z4,43578,sDrive35i,33590
2019,Chevrolet,Corvette,10942,Grand Sport,69990
2020,Nissan,Rogue,53195,S,21844
2022,Honda,CR-V,1470,EX,37990
2014,Audi,A5,61116,Premium,23990
2017,Kia,Sorento,104442,LX,18590
2016,Hyundai,Elantra,97301,SE,13990
2019,Jeep,Grand Cherokee,37214,Altitude,32590
2021,Chevrolet,Corvette,4567,Stingray,104990
2013,Hyundai,Elantra,79225,GLS,14590
2018,Chevrolet,Cruze,59973,LS,16990
2014,Toyota,Yaris,102547,LE Hatchback,13590
2019,Mercedes-Benz,C-Class,18275,C 300,36990
2019,Tesla,Model 3,31769,Performance,52990
2022,Honda,Civic,1701,Touring,36990
2014,Ford,Fiesta,51230,SE,13990
2010,Toyota,Corolla,67878,S,15990
2020,GMC,Acadia,42799,SLT,33853
2016,GMC,Acadia,67772,SLE-2,23990
2016,MAZDA,MAZDA3,61687,i Sport,17990
2015,Ford,Escape,73620,SE,16990
2019,Lexus,IS,23640,IS 300,38590
2016,Ford,F150 Super Cab,88161,XL 6 1/2 ft,25990
2019,Buick,Encore,22628,Essence,24990
2017,Dodge,Challenger,51866,SXT,25990
2020,Chrysler,Pacifica,23741,Touring L,35990
2017,Chevrolet,Volt,59440,LT,22990
2013,MAZDA,MAZDA3,83125,i Grand Touring,16590
2018,Ford,Fusion,30865,SE,20990
2016,Toyota,Camry,31682,SE,21990
2011,Toyota,Avalon,95137,Limited,16590
2015,Honda,Accord,66407,LX,19990
2017,Kia,Forte,70473,LX,16990
2016,Nissan,Pathfinder,44411,S,21990
2017,Dodge,Challenger,44575,R/T Scat Pack,39990
2019,Dodge,Grand Caravan Passenger,80948,GT,17993
2015,Dodge,Dart,76668,Limited,15990
2013,Porsche,Boxster,45777,S,47990
2018,Cadillac,XTS,47308,Luxury,31590
2019,GMC,Terrain,61753,SLT,23750
2020,Ford,Mustang,49123,GT Premium,37453
2012,Mercedes-Benz,E-Class,56813,E 350,20590
2018,Nissan,Armada,64450,SL,34409
2015,Lexus,RX,83526,RX 350,23990
2017,Chevrolet,Equinox,36257,LT,22990
2019,Chevrolet,Equinox,38558,LT,22990
2020,Chevrolet,Malibu,63544,LT,20256
2016,Jeep,Renegade,70175,Latitude,18990
2012,MINI,Coupe,69006,Cooper,15590
2016,Nissan,Altima,100082,2.5 SR,15990
2018,Honda,Civic,37766,LX,21990
2016,Ford,Escape,79773,S,15990
2019,Volkswagen,e-Golf,10959,SE Hatchback,29590
2012,MAZDA,MAZDA3,95805,i Grand Touring,14990
2014,Jeep,Cherokee,78825,Latitude,17990
2017,Jeep,Patriot,34552,Sport,19990
2021,Chevrolet,Silverado 1500 Crew Cab,22273,Custom 5 3/4 ft,39990
2015,Toyota,Prius v,65947,Two,21990
2017,Mercedes-Benz,SLC,24871,SLC 300,40990
2014,BMW,3 Series,68389,320i,18990
2017,Toyota,Corolla,56259,LE,19590
2017,Volkswagen,Jetta,40360,1.4T S,18990
2009,Nissan,370Z,99519,Touring,20590
2014,MINI,Roadster,56995,John Cooper Works,24590
2018,Nissan,Rogue,52125,SV,21548
2017,Volkswagen,Jetta,43433,1.4T S,17590
2015,Chevrolet,Tahoe,65880,LTZ,38990
2014,Audi,A4,22170,Premium,24990
2018,Honda,Accord Hybrid,53787,base,28990
2014,Volkswagen,Jetta,57735,2.0L TDI,18590
2016,Subaru,Forester,78098,2.5i,19990
2019,Ford,Fusion,60391,Titanium,23990
2016,Kia,Soul EV,49339,+,20990
2019,Subaru,Outback,7319,2.5i,30990
2019,Kia,Optima,24492,S,23575
2019,Nissan,Rogue Sport,53551,S,19419
2021,Nissan,Titan Crew Cab,609,SV 5 1/2 ft,45990
2013,Acura,RDX,59357,base,20990
2017,Toyota,RAV4 Hybrid,76509,XLE,27990
2011,Honda,CR-V,76803,SE,15990
2021,Toyota,Tacoma Double Cab,21688,Limited 5 ft,47490
2017,Buick,Encore,23828,Preferred II,21590
2018,Mercedes-Benz,C-Class,4500,C 300,35990
2010,Ford,Mustang,47858,GT Premium,24990
2018,GMC,Terrain,61479,Denali,26968
2020,Toyota,Sienna,22248,LE,38590
2017,Kia,Forte,26565,S,19590
2015,Cadillac,SRX,47925,Luxury Collection,24990
2020,Chevrolet,Equinox,11591,LT,26990
2019,Tesla,Model 3,25095,Standard Range,49590
2017,FIAT,124 Spider,17041,Lusso,24990
2014,MAZDA,MAZDA3,49853,i Sport,16990
2020,Jeep,Renegade,29100,Latitude,24990
2021,MAZDA,CX-5,3449,Signature,38990
2019,Chrysler,Pacifica,37355,Touring L,31990
2015,Chevrolet,Colorado Extended Cab,28432,Work Truck 6 ft,23990
2016,Nissan,Maxima,35852,SL,26590
2014,Ford,Focus,24542,SE,15590
2017,BMW,X5,48006,xDrive35i,39990
2010,Toyota,Corolla,65941,LE,14990
2021,Toyota,Corolla Hatchback,7651,XSE,30590
2014,GMC,Sierra 1500 Regular Cab,53878,6 1/2 ft,25990
2015,Toyota,Corolla,78430,S Plus,17990
2016,MAZDA,MAZDA3,37580,i Sport,19990
2016,Ford,Focus,76151,SE,14590
2020,Chrysler,300,48339,300S,27990
2015,Chevrolet,Volt,27566,base,22990
2016,Chevrolet,Camaro,24087,LT,27590
2019,Hyundai,Tucson,26936,SEL,27590
2017,Honda,Civic Type R,4445,Touring Hatchback,43590
2015,Audi,S3,83088,Premium Plus,24990
2016,Chevrolet,Sonic,75917,LTZ Hatchback,15590
2015,Volkswagen,Golf,42884,SEL Hatchback,20590
2009,Volvo,C70,85420,T5,13990
2013,Acura,ILX,76918,2.0L,17990
2020,Chevrolet,Malibu,56822,LT,19999
2018,Nissan,LEAF,34806,SL,25990
2022,Hyundai,Tucson Hybrid,3076,SEL Convenience,39990
2015,Nissan,JUKE,15396,S,20990
2019,Toyota,Tacoma Double Cab,44253,SR5 5 ft,33990
2019,Cadillac,XT4,15509,Premium Luxury,38990
2019,Cadillac,Escalade,62203,Premium Luxury,58990
2015,Chevrolet,Spark,60155,LS,13990
2016,Hyundai,Veloster,54596,base,17990
2022,Ford,Bronco,3772,Big Bend,64590
2009,Mercedes-Benz,E-Class,56782,E 63 AMG,28590
2016,BMW,3 Series,68616,328i,22990
2015,Hyundai,Elantra,70375,SE,16990
2016,Chevrolet,Malibu,19949,LT,21590
2020,Nissan,Rogue Sport,54410,S,20897
2022,Honda,Civic,6601,Sport,32990
2015,Nissan,Sentra,63098,SV,15590
2013,Chevrolet,Camaro,41891,LT,22990
2014,Ram,1500 Crew Cab,96669,Outdoorsman 5 1/2 ft,26990
2018,Ford,EcoSport,34896,SE,19990
2017,Chevrolet,Volt,38219,LT,24990
2019,Alfa Romeo,Stelvio,28459,Ti Sport,36990
2020,Ford,Edge,57942,SEL,22999
2021,Toyota,Tacoma Double Cab,10405,TRD Sport 5 ft,45590
2018,Nissan,Maxima,78829,SV,22590
2015,Jeep,Cherokee,88629,Latitude,17990
2013,Buick,Verano,96974,base,13990
2011,Chevrolet,Cruze,96366,LTZ,12590
2018,Kia,Forte,49303,LX,16990
2017,Dodge,Charger,33027,R/T,34990
2019,Chrysler,Pacifica,39643,Limited,37990
2017,Subaru,Impreza,42351,2.0i Premium,21990
2019,Dodge,Grand Caravan Passenger,74799,GT,18898
2014,Ford,Focus,53451,SE,14990
2014,Jeep,Cherokee,98503,Limited,16590
2017,Dodge,Durango,46298,GT,29990
2010,Honda,Civic,72824,EX,15590
2019,Chevrolet,Silverado 1500 Crew Cab,99899,LTZ 6 1/2 ft,40900
2009,BMW,1 Series,63203,135i,19990
2016,Toyota,RAV4,59603,LE,23990
2015,Audi,Q3,74666,Prestige,22990
2014,Hyundai,Santa Fe Sport,90323,2.0T,17590
2019,Kia,Forte,38586,LXS,21590
2019,Honda,Pilot,53211,EX-L,33590
2016,MAZDA,CX-3,41763,Grand Touring,23990
2015,Kia,Optima,66787,LX,16990
2019,Chrysler,Pacifica,44684,Touring Plus,31494
2020,Ford,Escape,26716,Titanium Hybrid,36990
2019,Hyundai,Ioniq Plug-in Hybrid,14296,base,27990
2013,Volvo,XC60,90011,3.2 Platinum,18590
2016,Hyundai,Tucson,56600,SE,19590
2020,Kia,Forte,49813,LXS,20183
2015,MAZDA,MAZDA6,41836,i Touring,21990
2017,Hyundai,Accent,82770,SE,14990
2014,MAZDA,CX-5,74564,Touring,18590
2019,Chevrolet,Blazer,29903,2LT,30990
2021,Nissan,Kicks,14064,SV,24990
2016,Toyota,Prius c,74971,Two,19990
2015,Nissan,Sentra,79659,SV,14990
2013,Scion,FR-S,104901,base,17990
2016,Lincoln,MKT,97005,EcoBoost,22590
2021,Mitsubishi,Outlander Sport,8453,S,25990
2016,Ford,F150 Super Cab,66146,XLT 6 1/2 ft,29590
2020,Alfa Romeo,Stelvio,16238,Sport,36990
2017,Nissan,Pathfinder,42520,SL,27590
2017,Chevrolet,Malibu,45183,LT,21590
2020,Land Rover,Range Rover Evoque,10252,P250 SE,50990
2013,Kia,Soul,40618,+,16590
2019,GMC,Acadia,55234,SLT-1,30955
2009,Mercedes-Benz,E-Class,69000,E 350,15990
2016,Chrysler,Town & Country,89336,S,19990
2020,Toyota,Corolla Hatchback,13648,SE Nightshade Edition,26990
2022,Hyundai,Tucson,7470,SE,30590
2016,Volkswagen,CC,27487,2.0T R-Line,23990
2016,Dodge,Challenger,62980,R/T Plus Shaker,31590
2022,Kia,Telluride,2896,SX,61990
2015,Chrysler,200,74426,200S,16990
2020,Chevrolet,Sonic,46525,Premier,17806
2018,Jaguar,XE,33580,XE S,37990
2010,Audi,TT,71887,Quattro Premium,19990
2022,Ford,Bronco Sport,4786,Big Bend,38990
2014,Nissan,Altima,87039,2.5 SV,15590
2017,Kia,Niro,37123,LX,23990
2013,Nissan,Rogue,69809,S,15990
2020,Chevrolet,Impala,62830,Premier,24125
2016,Ford,Fusion,92566,S,14990
2020,Jaguar,F-PACE,8678,25t Prestige,50990
2013,Subaru,Legacy,27170,2.5i Premium,17990
2020,Honda,Accord,33655,LX,27990
2015,Ram,1500 Crew Cab,22823,Big Horn 5 1/2 ft,35590
2019,Chevrolet,Malibu,92690,LT,19990
2020,Lexus,NX,46248,300 F SPORT,34990
2019,Volkswagen,Jetta,29069,1.4T S,23590
2016,Ford,Mustang,31724,GT Premium,36990
2015,Chevrolet,Sonic,97426,LTZ,13990
2019,Mercedes-Benz,A-Class,18276,A 220,35590
2020,INFINITI,QX60,47121,PURE,29854
2019,Mercedes-Benz,GLC,15727,GLC 300 4MATIC,39990
2019,Ford,Escape,76287,SE,18990
2016,Subaru,WRX,104715,WRX,22990
2014,Jeep,Compass,48680,Sport,18990
2016,Subaru,Legacy,68539,3.6R Limited,22990
2022,BMW,X6,4866,xDrive40i,78990
2015,Volkswagen,Passat,92929,1.8T Limited Edition,14990
2017,Chevrolet,Volt,51108,Premier,26990
2017,Lexus,ES,51607,ES 350,29990
2017,Hyundai,Sonata Hybrid,51526,SE,20990
2019,Dodge,Grand Caravan Passenger,75152,GT,17902
2017,Ford,Focus,92385,S,14590
2016,MAZDA,MAZDA3,36148,i Grand Touring,21990
2015,Jeep,Wrangler,78636,Unlimited Sahara,32590
2018,Ford,F150 SuperCrew Cab,65609,XL 5 1/2 ft,31590
2016,Kia,Soul EV,41933,+,18590
2021,Ram,1500 Crew Cab,3142,TRX 5 1/2 ft,90990
2015,BMW,3 Series,57604,328i,21990
2017,Lexus,LX,45849,LX 570,66590
2021,Chevrolet,Silverado 1500 Crew Cab,4631,LT 5 3/4 ft,48590
2015,Mitsubishi,Mirage,61189,DE,13590
2009,INFINITI,G,92922,G37 Journey,16990
2015,Kia,Sorento,70580,LX,17590
2013,Chrysler,200,92257,Touring,13590
2016,Kia,Soul,52141,base,15990
2020,Mitsubishi,Mirage,28495,LE,18990
2009,Honda,Fit,98728,Sport VSA,13990
2012,Toyota,Corolla,63504,LE,14990
2017,Ford,Transit Connect Cargo,42614,XL,28990
2020,Toyota,Highlander,51754,XLE,36253
2015,Buick,Encore,95339,Convenience,15990
2016,BMW,4 Series,48320,435i,31990
2019,Chevrolet,Impala,66305,Premier,21500
2012,Volkswagen,Eos,88918,Komfort Hard Top,15990
2019,Honda,Passport,26327,Sport,31990
2018,Kia,Soul,58127,+,18990
2015,Dodge,Grand Caravan Passenger,78832,SXT Plus,18590
2018,Nissan,Titan Crew Cab,23781,S 5 1/2 ft,36990
2020,Jeep,Compass,16909,Sport,27590
2021,Nissan,Maxima,19943,Platinum,39495
2018,Ford,Focus,27125,S,17990
2016,Jeep,Wrangler,46310,Willys Wheeler,31990
2018,Ford,Focus,9637,SE,19990
2020,Jeep,Gladiator,8914,Sport 5 ft,43590
2013,Mercedes-Benz,E-Class,72898,E 350 4MATIC,20990
2017,Volkswagen,Jetta,101049,1.4T SE,16990
2012,Ford,Focus,36224,SEL,15990
2015,Chevrolet,Equinox,17225,LS,20990
2017,BMW,i3,59077,Range Extender,28990
2014,Jeep,Grand Cherokee,98804,Limited,20590
2016,Hyundai,Santa Fe,101088,SE,17990
2014,Lincoln,MKS,79675,base,18990
2019,Volkswagen,Atlas,32267,SE R-Line 4Motion w/Tech Pkg,38990
2016,Chevrolet,Impala,94169,LT,17990
2016,FIAT,500X,85294,Pop,15990
2012,Hyundai,Sonata,69859,Limited,16590
2021,Subaru,WRX,12645,WRX Limited,36590
2010,Audi,A4,45816,2.0T Quattro Premium,16990
2019,Nissan,Sentra,23474,SV,20990
2019,Ford,Explorer,38828,XLT,31590
2018,Nissan,Sentra,74239,S,16590
2014,Chevrolet,Impala Limited,61000,LTZ,15590
